"","COUNTYNAME","英文土系名","中文土系名","母質種類","土壤特性","土壤形態","排水等級","石灰性","坡度","表土酸鹼性","第一層質地","第二層質地","第三層質地","第四層質地","面積","周長"
"280","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","5","8","8","9",219837.584,2274.883
"281","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",97114.309,1294.641
"282","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",189379.658,2205.144
"283","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",370126.152,3387.576
"284","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",92497.775,1180.949
"285","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",432135.78,3704.463
"286","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",90394.16,1385.235
"287","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",114868.225,1428.677
"288","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",291234.092,2991.125
"289","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","3","3","3","11",64344.447,1170.124
"290","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",330048.806,2910.807
"291","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",33197.236,1064.015
"292","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",179621.738,2004.218
"293","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",62296.412,1117.674
"294","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",174726.604,1925.133
"295","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","8","11","11","11",292410.618,2583.371
"296","南投縣","TWt","吳厝系","17","18","19","1","15","1","3","5","5","5","8",830899.646,4641.6
"297","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","6","3","3","11",58045.925,1284.748
"298","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",91968.973,1900.289
"299","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","6","8","8","9",1771067.39,9491.19
"300","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","5","3","3","11",92047.145,1756.191
"301","南投縣","CTf","大埔美系","17","18","19","1","15","5","4","6","9","9","9",943.175,145.142
"302","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","6","8","8","9",120891.363,1786.21
"303","南投縣","CTf","大埔美系","17","18","19","1","15","5","4","6","9","9","9",9175.181,576.763
"304","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",156038.866,2328.781
"305","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",242064.89,2787.478
"306","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","6","8","8","11",390706.948,2996.432
"307","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",418786.229,4536.928
"308","南投縣","TWt","吳厝系","17","18","19","1","15","1","3","5","5","5","8",344071.097,2863.103
"309","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","5","9","9","9",755671.809,4089.833
"310","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",221426.951,2343.226
"311","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",153288.039,2084.181
"312","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",213566.678,2279.525
"313","南投縣","CCe","陳厝寮系","17","18","19","1","15","2","3","5","8","8","9",679688.703,5542.218
"314","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",186018.557,2422.138
"315","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",6396606.562,18358.766
"316","南投縣","TTz","潭子系","20","16","1","2","15","2","3","5","5","5","8",976747.891,8866.118
"317","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",449995.306,3161.487
"318","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",207675.446,1939.539
"319","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",74807.154,1208.521
"320","南投縣","TSi","上石碑系","20","16","1","2","15","2","4","5","3","3","11",41195.841,914.964
"321","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","8","11","11","11",154339.25,1871.195
"322","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",3020089.665,17200.85
"323","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",2115535.618,11587.174
"324","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",152401.751,1752.805
"325","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",364314.003,3487.16
"326","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",144284.814,1734.929
"327","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",105847.336,1760.173
"328","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",82296.438,2730.769
"329","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",398140.142,2495.047
"330","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",3648646.54,15424.515
"331","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",50095.49,1202.028
"332","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","5","3","3","11",96989.683,1515.636
"333","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",1429715.877,8086.03
"334","南投縣","TTq","大肚系","20","16","1","2","15","1","4","6","6","6","4",655999.524,6011.53
"335","南投縣","TWz","翁子系","20","16","1","1","15","1","4","5","4","4","6",185435.181,1918.956
"336","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",846895.839,4624.584
"337","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",5693.444,494.105
"338","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",143753.884,1720.46
"339","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1011923.718,5553.49
"340","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",82749.444,1515.588
"341","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",49755.739,986.706
"342","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",6556789.325,12337.542
"343","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",93713.252,2280.095
"344","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","8","11","11","11",135285.327,1655.835
"345","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",118342.731,2059.693
"346","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",1346733.947,6844.452
"347","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1492432.562,8660.617
"348","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",183654.782,2021.996
"349","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",398352.758,3412.712
"350","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",281131.75,3816.353
"351","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","8","11","11","11",62166.022,1270.028
"352","南投縣","R","洪積卵石","17","1","13","1","15","6","1","6","11","11","11",59232.51,1232.256
"353","南投縣","CTg","大崎腳系","17","18","19","1","15","5","5","6","11","11","11",52345.119,1330.368
"354","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",62245.578,1235.882
"355","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",99354.261,1472.335
"356","南投縣","TCi","聚興系","20","16","1","1","15","1","4","5","6","3","11",1864050.628,8242.756
"357","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",315553.356,2986.586
"358","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",319255.191,2845.445
"359","南投縣","TTt","頂大安系","21","15","1","2","15","1","6","5","11","11","11",174596.981,1739.066
"360","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",503553.032,4187.233
"361","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",118396.647,1863.171
"362","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",307971.808,4477.45
"363","南投縣","TTi","田寮系","21","15","1","1","15","1","6","5","5","5","8",76796.738,1727.63
"364","南投縣","TWz","翁子系","20","16","1","1","15","1","4","5","4","4","6",146599.297,2033.519
"365","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",4252857.966,13323.515
"366","南投縣","TLa","六股村系","20","16","1","1","15","1","4","5","5","5","6",204568.141,2506.954
"367","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",345339.592,2415.249
"368","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",96598.016,2005.878
"369","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",181489.129,1626.178
"370","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",107956.429,1522.015
"371","南投縣","Sp","下水埔系","21","15","1","1","3","1","6","5","11","11","11",1754192.368,9946.733
"372","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",943789.996,4599.653
"373","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",414428.872,3788.011
"374","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",1191169.668,6098.809
"375","南投縣","TSg","上楓樹系","20","16","1","1","15","1","4","8","8","8","8",120340.741,1449.369
"376","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1500269.543,5862.273
"377","南投縣","TLa","六股村系","20","16","1","1","15","1","4","3","5","5","6",273734.934,3327.684
"378","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",984168.59,4753.802
"379","南投縣","St","四座屋系","17","20","19","1","15","4","1","6","6","11","11",549330.201,9678.278
"380","南投縣","St","四座屋系","17","20","19","1","15","5","1","6","6","11","11",344976.718,8615.746
"381","南投縣","TSp","水汴頭系","21","15","1","1","15","1","6","5","11","11","11",538514.046,3975.426
"382","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",263392.412,2490.355
"383","南投縣","TCi","聚興系","20","16","1","1","15","1","4","5","6","3","11",740435.086,6132.429
"384","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","6","5","5","8",430514.092,3331.227
"385","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",222231.789,3535.394
"386","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",507601.181,3083.388
"387","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",1103828.319,8937.68
"388","南投縣","TWz","翁子系","20","16","1","1","15","1","4","5","4","4","6",266347.644,3234.516
"389","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",289286.232,3607.324
"390","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",460809.283,3028.385
"391","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",428268.397,4609.564
"392","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",155540.402,2041.98
"393","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",171939.934,2285.2
"394","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",263348.536,2646.964
"395","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",456661.799,4692.334
"396","南投縣","TWz","翁子系","20","16","1","1","15","1","4","5","4","4","6",561692.825,3777.034
"397","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",1251038.317,5045.345
"398","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",199981.416,2236.717
"399","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","6","3","3","11",68546.296,1106.103
"400","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",349486.275,2809.769
"401","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",106119.987,1477.714
"402","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",235333.344,2430.574
"403","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",294433.659,2560.15
"404","南投縣","TTq","大肚系","20","16","1","2","15","1","4","3","6","6","4",149391.426,2229.066
"405","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",360392.446,4139.635
"406","南投縣","TLc","蘆竹南系","20","15","1","2","15","1","5","6","11","11","11",105109.096,1322.184
"407","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",187571.163,2009.79
"408","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","6","5","5","8",755429.056,3911.807
"409","南投縣","TTq","大肚系","20","16","1","2","15","1","4","6","6","6","4",333563.754,2929.601
"410","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","6","5","5","8",33796.083,755.695
"411","南投縣","TTq","大肚系","20","16","1","2","15","1","4","3","6","6","4",134096.122,2031.531
"412","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",137890.711,1801.506
"413","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",467391.029,4806.574
"414","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",107485.863,1898.688
"415","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",137242.332,1584.241
"416","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",184891.535,1972.207
"417","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","6","5","5","11",55548.545,1331.794
"418","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",73798,1253.142
"419","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",40248.349,1177.776
"420","南投縣","TLa","六股村系","20","16","1","1","15","1","4","6","5","5","6",45246.426,969.937
"421","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",79424.975,1216.087
"422","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",36797.686,857.045
"423","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",102291.427,1498.315
